phone_number,latitude,longitude,rating,user_rating_count,name,subtype,type,working_hours
+389 71 217 216,41.9799433,21.4665324,4.8,242,Restaurant Kabranti,italian_restaurant,food,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""10:00"", ""close"": ""22:00""}]}"
+389 78 995 121,41.9897923,21.4588546,4.4,726,Gostilnica Trokadero,restaurant,food,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""sunday"": [{""open"": ""08:00"", ""close"": ""00:00""}]}"
+389 71 699 909,41.9878867,21.4534952,3.0,547,Munchies Burger,fast_food_restaurant,food,"{""monday"": [{""open"": ""09:00"", ""close"": ""23:30""}], ""tuesday"": [{""open"": ""09:00"", ""close"": ""23:30""}], ""wednesday"": [{""open"": ""09:00"", ""close"": ""23:30""}], ""thursday"": [{""open"": ""09:00"", ""close"": ""23:30""}], ""friday"": [{""open"": ""09:00"", ""close"": ""00:30""}], ""saturday"": [{""open"": ""09:00"", ""close"": ""00:30""}], ""sunday"": [{""open"": ""09:00"", ""close"": ""23:30""}]}"
+389 2 312 5125,41.9838009,21.4699348,3.7,333,Domino's Pizza (Aerodrom),pizza_restaurant,food,"{""monday"": [{""open"": ""10:00"", ""close"": ""23:00""}], ""tuesday"": [{""open"": ""10:00"", ""close"": ""23:00""}], ""wednesday"": [{""open"": ""10:00"", ""close"": ""23:00""}], ""thursday"": [{""open"": ""10:00"", ""close"": ""23:00""}], ""friday"": [{""open"": ""10:00"", ""close"": ""23:00""}], ""saturday"": [{""open"": ""10:00"", ""close"": ""23:00""}], ""sunday"": [{""open"": ""10:00"", ""close"": ""23:00""}]}"
+389 70 358 500,41.9812988,21.4727408,4.4,1000,Daily Food & Wine Lisa,restaurant,food,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""08:00"", ""close"": ""22:00""}]}"
+389 73 877 778,41.9801057,21.4593934,5.0,21,Kinder Kafe,cafe,cafe,"{""monday"": [{""open"": ""08:00"", ""close"": ""23:45""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""23:45""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""23:45""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""23:45""}], ""friday"": [{""open"": ""08:00"", ""close"": ""23:45""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""23:45""}], ""sunday"": []}"
+389 2 244 2544,41.989197,21.4634431,4.5,1019,Skara Leskovac,fast_food_restaurant,food,"{""monday"": [{""open"": ""09:00"", ""close"": ""23:30""}], ""tuesday"": [{""open"": ""09:00"", ""close"": ""23:30""}], ""wednesday"": [{""open"": ""09:00"", ""close"": ""23:30""}], ""thursday"": [{""open"": ""09:00"", ""close"": ""23:30""}], ""friday"": [{""open"": ""09:00"", ""close"": ""00:00""}], ""saturday"": [{""open"": ""14:00"", ""close"": ""23:00""}], ""sunday"": []}"
+389 2 246 2077,41.9810608,21.4714861,4.5,431,Café Film,cafe,cafe,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""10:00"", ""close"": ""00:00""}]}"
+389 2 277 7457,41.9727586,21.444993,4.3,2406,Café Get,cafe,cafe,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""09:00"", ""close"": ""00:00""}]}"
+389 71 616 500,41.9768223,21.4463797,4.8,460,15 za 12,restaurant,food,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""sunday"": [{""open"": ""08:00"", ""close"": ""00:00""}]}"
+389 72 209 606,41.9735508,21.4375199,4.6,210,Bar Groovelyn,bar,nightlife,"{""monday"": [{""open"": ""10:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""10:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""10:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""10:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""10:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""10:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""10:00"", ""close"": ""00:00""}]}"
+389 70 353 085,41.9767806,21.4443851,4.4,575,Point Café,cafe,cafe,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""08:00"", ""close"": ""00:00""}]}"
+389 78 841 484,41.9734147,21.4462515,4.3,571,Quatro Caffe,cafe,cafe,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""sunday"": [{""open"": ""08:00"", ""close"": ""00:00""}]}"
+389 79 218 020,41.979086,21.4383962,4.4,122,Akademija Caffe,coffee_shop,cafe,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""09:00"", ""close"": ""00:00""}]}"
+389 71 290 239,41.9731365,21.444081,4.3,72,Kinoverzum - Kisela Voda,movie_theater,entertainment,"{""monday"": [{""open"": ""17:00"", ""close"": ""23:30""}], ""tuesday"": [{""open"": ""17:00"", ""close"": ""23:30""}], ""wednesday"": [{""open"": ""17:00"", ""close"": ""23:30""}], ""thursday"": [{""open"": ""17:00"", ""close"": ""23:30""}], ""friday"": [{""open"": ""17:00"", ""close"": ""23:30""}], ""saturday"": [{""open"": ""12:00"", ""close"": ""23:30""}], ""sunday"": [{""open"": ""12:00"", ""close"": ""23:30""}]}"
+389 75 233 777,41.9767303,21.4456951,4.5,35,"Тинејџтека ""Во светот на тинејџерите""",cafe,cafe,"{""monday"": [{""open"": ""17:30"", ""close"": ""22:00""}], ""tuesday"": [{""open"": ""17:30"", ""close"": ""22:00""}], ""wednesday"": [{""open"": ""17:30"", ""close"": ""22:00""}], ""thursday"": [{""open"": ""17:30"", ""close"": ""22:00""}], ""friday"": [{""open"": ""17:30"", ""close"": ""22:00""}], ""saturday"": [{""open"": ""12:00"", ""close"": ""21:30""}], ""sunday"": [{""open"": ""12:00"", ""close"": ""21:30""}]}"
+389 78 921 138,41.9841892,21.4388675,4.6,858,Restaurant Bratski Merak,restaurant,food,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""08:00"", ""close"": ""00:00""}]}"
+389 78 445 405,41.9740448,21.4452418,4.4,145,Mint Caffee Bar,coffee_shop,cafe,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""08:00"", ""close"": ""00:00""}]}"
+389 76 863 637,41.9763395,21.4451975,3.6,43,Kafe Igroteka Happy Kids (Kisela Voda),cafe,cafe,"{""monday"": [{""open"": ""16:00"", ""close"": ""22:00""}], ""tuesday"": [{""open"": ""16:00"", ""close"": ""22:00""}], ""wednesday"": [{""open"": ""16:00"", ""close"": ""22:00""}], ""thursday"": [{""open"": ""16:00"", ""close"": ""22:00""}], ""friday"": [{""open"": ""16:00"", ""close"": ""22:00""}], ""saturday"": [{""open"": ""12:00"", ""close"": ""22:00""}], ""sunday"": [{""open"": ""12:00"", ""close"": ""22:00""}]}"
+389 75 399 893,41.9827805,21.4521448,3.9,78,OKTA,gas_station,other,"{""monday"": [{""open"": ""00:00"", ""close"": ""23:59""}], ""tuesday"": [{""open"": ""00:00"", ""close"": ""23:59""}], ""wednesday"": [{""open"": ""00:00"", ""close"": ""23:59""}], ""thursday"": [{""open"": ""00:00"", ""close"": ""23:59""}], ""friday"": [{""open"": ""00:00"", ""close"": ""23:59""}], ""saturday"": [{""open"": ""00:00"", ""close"": ""23:59""}], ""sunday"": [{""open"": ""00:00"", ""close"": ""23:59""}]}"
+389 70 457 050,41.980533,21.4396477,4.2,258,Café Mango,cafe,cafe,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""sunday"": [{""open"": ""08:00"", ""close"": ""00:00""}]}"
+389 71 208 214,41.9825827,21.4520237,4.1,127,Smash Burger,hamburger_restaurant,other,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""02:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""02:00""}], ""sunday"": [{""open"": ""10:00"", ""close"": ""00:00""}]}"
+389 70 266 841,41.9733315,21.4456081,4.4,420,Bass Cafe,cafe,cafe,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""08:00"", ""close"": ""00:00""}]}"
+389 71 306 681,41.9834266,21.4387798,4.0,63,Freshii Healthy Food & Coffee,restaurant,food,"{""monday"": [{""open"": ""07:30"", ""close"": ""21:00""}], ""tuesday"": [{""open"": ""07:30"", ""close"": ""21:00""}], ""wednesday"": [{""open"": ""07:30"", ""close"": ""21:00""}], ""thursday"": [{""open"": ""07:30"", ""close"": ""21:00""}], ""friday"": [{""open"": ""07:30"", ""close"": ""21:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""16:00""}], ""sunday"": []}"
+389 70 361 858,41.976785,21.4447654,4.6,93,Picerija Verona Kisela Voda,pizza_restaurant,food,"{""monday"": [{""open"": ""09:00"", ""close"": ""22:00""}], ""tuesday"": [{""open"": ""09:00"", ""close"": ""22:00""}], ""wednesday"": [{""open"": ""09:00"", ""close"": ""22:00""}], ""thursday"": [{""open"": ""09:00"", ""close"": ""22:00""}], ""friday"": [{""open"": ""09:00"", ""close"": ""22:00""}], ""saturday"": [{""open"": ""09:00"", ""close"": ""22:00""}], ""sunday"": [{""open"": ""09:00"", ""close"": ""22:00""}]}"
+389 76 212 229,41.9807237,21.4391233,4.4,98,Magic House,restaurant,food,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""sunday"": []}"
+389 72 307 179,41.9757799,21.4446861,4.7,57,Restaurant Kotle,restaurant,food,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""sunday"": []}"
+389 77 673 050,41.9828224,21.4349465,4.7,80,Mind,cafeteria,other,"{""monday"": [{""open"": ""07:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""07:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""07:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""07:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""07:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""10:00"", ""close"": ""00:00""}]}"
+389 70 822 696,42.0056036,21.3776223,4.6,981,Donuts from Hrom,donut_shop,other,"{""monday"": [{""open"": ""16:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""16:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""16:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""16:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""16:00"", ""close"": ""00:00""}], ""saturday"": [{""open"": ""16:00"", ""close"": ""00:00""}], ""sunday"": []}"
+389 71 644 488,42.0071778,21.3722345,4.7,1236,Badu Bar,bar,nightlife,"{""monday"": [{""open"": ""08:00"", ""close"": ""23:45""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""23:45""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""23:45""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""23:45""}], ""friday"": [{""open"": ""08:00"", ""close"": ""00:45""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""00:45""}], ""sunday"": [{""open"": ""09:00"", ""close"": ""23:45""}]}"
,42.0081153,21.3688689,4.3,469,Dobar Bar,cafe,cafe,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""sunday"": [{""open"": ""08:00"", ""close"": ""00:00""}]}"
+389 70 275 594,42.008373,21.367865,4.6,635,Gostilnica Ubac,restaurant,food,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""sunday"": [{""open"": ""12:00"", ""close"": ""00:00""}]}"
+389 78 900 888,42.0023185,21.3626846,4.6,69,Kafe igroteka Palavkovci,playground,other,"{""monday"": [{""open"": ""12:00"", ""close"": ""22:00""}], ""tuesday"": [{""open"": ""12:00"", ""close"": ""22:00""}], ""wednesday"": [{""open"": ""12:00"", ""close"": ""22:00""}], ""thursday"": [{""open"": ""12:00"", ""close"": ""22:00""}], ""friday"": [{""open"": ""12:00"", ""close"": ""22:00""}], ""saturday"": [{""open"": ""10:00"", ""close"": ""22:00""}], ""sunday"": [{""open"": ""12:00"", ""close"": ""20:00""}]}"
+389 78 439 199,42.0066347,21.3723119,4.5,411,Gostilnica Jug,restaurant,food,"{""monday"": [{""open"": ""09:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""09:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""09:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""09:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""09:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""09:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""12:00"", ""close"": ""20:00""}]}"
+389 72 712 555,42.0103682,21.3739589,4.3,115,Скара на кило Кaj 61,restaurant,food,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""sunday"": [{""open"": ""08:00"", ""close"": ""00:00""}]}"
+389 78 320 374,42.0085148,21.3823933,4.3,158,CERTUS Technical examination and registration of vehicles,other,other,"{""monday"": [{""open"": ""07:30"", ""close"": ""17:30""}], ""tuesday"": [{""open"": ""07:30"", ""close"": ""17:30""}], ""wednesday"": [{""open"": ""07:30"", ""close"": ""17:30""}], ""thursday"": [{""open"": ""07:30"", ""close"": ""17:30""}], ""friday"": [{""open"": ""07:30"", ""close"": ""17:30""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""14:00""}], ""sunday"": []}"
+389 78 413 461,42.0075035,21.3713071,4.5,690,Pizza Gigo,pizza_restaurant,food,"{""monday"": [{""open"": ""10:30"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""10:30"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""10:30"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""10:30"", ""close"": ""00:00""}], ""friday"": [{""open"": ""10:30"", ""close"": ""00:00""}], ""saturday"": [{""open"": ""10:30"", ""close"": ""00:00""}], ""sunday"": [{""open"": ""14:00"", ""close"": ""23:00""}]}"
+389 70 360 792,42.00377,21.379547,4.3,155,Restaurant Kaskada,restaurant,food,"{""monday"": [{""open"": ""09:00"", ""close"": ""22:00""}], ""tuesday"": [{""open"": ""09:00"", ""close"": ""22:00""}], ""wednesday"": [{""open"": ""09:00"", ""close"": ""22:00""}], ""thursday"": [{""open"": ""09:00"", ""close"": ""22:00""}], ""friday"": [{""open"": ""09:00"", ""close"": ""22:00""}], ""saturday"": [{""open"": ""09:00"", ""close"": ""22:00""}], ""sunday"": [{""open"": ""09:00"", ""close"": ""22:00""}]}"
+389 71 944 227,42.0107368,21.3706453,4.6,35,Igroteka Kidobar by Kinderlend,event_venue,other,"{""monday"": [{""open"": ""08:00"", ""close"": ""22:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""22:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""22:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""22:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""22:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""22:00""}], ""sunday"": []}"
+389 70 419 760,42.0071747,21.371774,4.5,134,Porta Vlae Pub & Kitchen,gastropub,other,"{""monday"": [{""open"": ""09:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""09:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""09:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""09:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""09:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""09:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""09:00"", ""close"": ""00:00""}]}"
+389 2 204 7347,42.010362,21.3741921,4.4,329,Viva,restaurant,food,"{""monday"": [], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""08:00"", ""close"": ""22:00""}]}"
+389 76 778 233,42.0074136,21.3736074,4.4,100,Cujo,fast_food_restaurant,food,"{""monday"": [{""open"": ""10:00"", ""close"": ""03:00""}], ""tuesday"": [{""open"": ""10:00"", ""close"": ""03:00""}], ""wednesday"": [{""open"": ""10:00"", ""close"": ""03:00""}], ""thursday"": [{""open"": ""10:00"", ""close"": ""03:00""}], ""friday"": [{""open"": ""10:00"", ""close"": ""03:00""}], ""saturday"": [{""open"": ""10:00"", ""close"": ""03:00""}], ""sunday"": []}"
,42.0071719,21.3629549,4.3,69,Korzo Cafe / Корзо Кафе,coffee_shop,cafe,"{""monday"": null, ""tuesday"": null, ""wednesday"": null, ""thursday"": null, ""friday"": null, ""saturday"": null, ""sunday"": null}"
+389 78 290 778,42.0079957,21.3694678,4.8,84,Шума - Shuma - slow living concept caffè,cafe,cafe,"{""monday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""00:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""01:00""}], ""sunday"": [{""open"": ""09:00"", ""close"": ""00:00""}]}"
+389 75 310 225,42.0074365,21.3647302,4.4,147,Aviator,bar,nightlife,"{""monday"": null, ""tuesday"": null, ""wednesday"": null, ""thursday"": null, ""friday"": null, ""saturday"": null, ""sunday"": null}"
+389 78 502 222,42.0090107,21.3610911,4.6,184,Pizza Berlusconi,meal_takeaway,food,"{""monday"": [{""open"": ""09:00"", ""close"": ""23:30""}], ""tuesday"": [{""open"": ""09:00"", ""close"": ""23:30""}], ""wednesday"": [{""open"": ""09:00"", ""close"": ""23:30""}], ""thursday"": [{""open"": ""09:00"", ""close"": ""23:30""}], ""friday"": [{""open"": ""09:00"", ""close"": ""23:30""}], ""saturday"": [{""open"": ""11:00"", ""close"": ""23:30""}], ""sunday"": [{""open"": ""12:00"", ""close"": ""22:00""}]}"
+389 71 888 166,42.0069965,21.361927,4.6,72,Станица Чешма,restaurant,food,"{""monday"": [{""open"": ""08:00"", ""close"": ""23:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""23:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""23:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""23:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""23:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""23:00""}], ""sunday"": []}"
+389 2 204 4253,42.0071318,21.3681293,3.7,19,Kanela - Porta Vlae,cake_shop,cafe,"{""monday"": [{""open"": ""08:00"", ""close"": ""21:00""}], ""tuesday"": [{""open"": ""08:00"", ""close"": ""21:00""}], ""wednesday"": [{""open"": ""08:00"", ""close"": ""21:00""}], ""thursday"": [{""open"": ""08:00"", ""close"": ""21:00""}], ""friday"": [{""open"": ""08:00"", ""close"": ""21:00""}], ""saturday"": [{""open"": ""08:00"", ""close"": ""19:30""}], ""sunday"": []}"
